"主聘系所","作者順序","刊物名稱","專兼任","年度","所屬計畫案","教師姓名","是否具有審稿制度","期刊出版地國家/地區","期刊論文是否為跨國(地區)合作","狀態","發表卷數","發表型式","發表年份","發表月份","發表期數","系所代碼","論文名稱","論文收錄分類","識別號","通訊作者"
"護理系","第四(以上)作者","長庚護理","專任","112","無","王琤","是","中華民國","否","續聘","34","紙本","2023","3","3","1531","高齡模擬體驗對臨床護理教師的老化知識、態度、 同理心及照顧意願之成效","其他","689754","否"
"護理系","第一作者","International Journal of Clinical Medicine and Bioengineering","專任","112","無","余怡珍","是","新加坡共和國","否","續聘","3","電子期刊","2023","6","2","1531","Safe Nail Clippers for Finger Flesh Injury Prevention","其他","689799","是"
"護理系","第一作者","International Journal of Clinical Medicine and Bioengineering","專任","112","無","余怡珍","是","新加坡共和國","否","續聘","3","電子期刊","2023","3","1","1531","Intelligent Protection Device: Electronic Restraint Belt","其他","689800","是"
"護理系","第一作者","Nurse Educator","專任","112","無","余怡珍","是","美國","否","續聘","48","紙本及電子期刊","2023","3","2","1531","Effects of Microlectures on Nursing Students' Understanding of Key Medication Administration Concepts: A Quasi-Experimental Design","SCI, SSCI","689801","否"
"護理系","第一作者","長庚護理","專任","112","無","余怡珍","是","中華民國","否","續聘","1","紙本及電子期刊","2023","3","34","1531","因應 COVID-19 疫情遠距教學 對護理教育的挑戰與契機","其他","689802","否"
"護理系","第三作者","Asia-Pacific Journal of Oncology Nursing","專任","112","MOST 111-2314-B-255-008","吳佳玲","是","美國","否","續聘","10","電子期刊","2023","5","5","1531","Mediating role of spirituality on the relationships between posttraumatuc stress and posttraumatic growth among patients with cancer: Across-sectional study","SCI, SSCI, SCIE","689828","否"
"護理系","第二作者","Pain Management Nursing","專任","112","無","吳筱盈","是","美國","否","續聘","24","電子期刊","2023","8","4","1531","The effects of self-aromatherapy massage on pain and sleep quality in patients with rheumatoid arthritis: A randomized controlled trial","SCI","689961","否"
"護理系","第一作者","Geriatricnursing","專任","112","無","吳筱盈","是","美國","否","續聘","52","紙本及電子期刊","2023","7","52","1531","Theeffectsofsocialmediaintergenerationalprogramondepressive symptoms,intergenerationalrelationships,socialsupport,andwell-being inolderadults:Aquasi-experimentalresearch","SCI, SSCI, SCIE","689962","否"
"護理系","第四(以上)作者","Internal Medicine","專任","112","無","巫菲翎","是","日本","是(跨國合作)","續聘","62","電子期刊","2023","5","","1531","Association of Impaired Awareness of Hypoglycemia with Driving Safety and Hypoglycemia Problem-solving Abilities among Patients with Type 1 Diabetes in Japan: The PR-IAH Study","SCI","689734","否"
"護理系","第四(以上)作者","Diabetology & Metabolic Syndrome","專任","112","無","巫菲翎","是","英國","是(跨國合作)","續聘","15","電子期刊","2023","4","79","1531","Protective and risk factors of impaired awareness of hypoglycemia in patients with type 1 diabetes: a cross-sectional analysis of baseline data from the PR-IAH study","SCI","689735","否"
"護理系","第四(以上)作者","International Journal of Gerontology","專任","112","無","巫菲翎","是","中華民國","否","續聘","17","電子期刊","2023","2","4","1531","Factors Associated with Unplanned Hospitalizations of Nursing Home Residents","SCIE","689736","是"
"護理系","第一作者","Australian Critical Care","專任","112","加護病房出院後一年的生理活動功能恢復：譫妄及重症系統性乏力的交互影響","李秀卿","是","澳大利亞","是(跨國合作)","新任","36","電子期刊","2023","5","3","1531","Predicting hospital mortality and length of stay: A prospective cohort study comparing the Intensive Care Delirium Screening Checklist versus Confusion Assessment Method for the Intensive Care Unit","SCI","689963","否"
"護理系","第一作者","Worldviews on Evidence-Based Nursing","專任","112","無","李佳凌","是","美國","否","續聘","0","電子期刊","2023","7","0","1531","Changes in fatigue among cancer patients before, during, and after radiation therapy: A meta-analysis","SCI, SSCI","689919","否"
"護理系","第一作者","中華心理衛生學刊","專任","112","CDRPF3L0021","李香君","是","中華民國","否","續聘","36","紙本","2023","9","3","1531","新冠疫情下護理師靈性、正念與自我悲憫之相關性研究","TSSCI","689768","否"
"護理系","第三作者","Healthcare","專任","112","無","李惠玲","是","美國","是(跨國合作)","續聘","11","電子期刊","2023","11","16","1531","Professional Accountability of Caring for Patients with COVID-19: A Phenomenographic Study","SCIE, SSCI","689769","否"
"護理系","第三作者","源遠護理","專任","112","無","阮淑萍","是","中華民國","否","續聘","17","紙本及電子期刊","2023","7","2","1531","第2型糖尿病病人問題解決能力培養之護理經驗","其他","689719","是"
"護理系","第一作者","Nursing Open","兼任","112","無","林月娥","是","英國","否","新任","2","電子期刊","2023","2","2","1531","The relationships among perceived stress, resilience, sleep quality and first-month retention of newly employed nurses: A cross-sectional survey","SCIE, SSCI","689911","否"
"護理系","第四(以上)作者","Food and Agricultural Immunology","專任","112","無","林自勇","是","英國","否","續聘","34","紙本及電子期刊","2023","7","1","1531","Phillyrin attenuates airway inflammation and Th2 cell activities in a mouse asthma model","SCIE","689777","是"
"護理系","第二作者","Nursing Open","兼任","112","無","林秋子","是","英國","否","新任","10","紙本及電子期刊","2023","6","6","1531","The relationships among perceived stress, resilience, sleep quality and first-month retention of newly employed nurses: A cross-sectional survey","SCIE, SSCI","689942","否"
"護理系","第四(以上)作者","長庚護理","兼任","112","無","林秋子","是","中華民國","否","新任","34","紙本及電子期刊","2023","6","2","1531","降低骨科病人合併抗生素治療靜脈滴注給藥逾時率。","其他","689943","否"
"護理系","第一作者","澄清醫護管理雜誌","專任","112","教育部教學實踐研究計畫EZRPF3H0611","林淑君","是","中華民國","否","續聘","19","紙本及電子期刊","2023","1","1","1531","教育戲劇融入內外科護理學課程學習成效之研究","其他","689720","否"
"護理系","第一作者","BMC Women's Health","專任","112","無","林嘉玲","是","英國","否","續聘","23","電子期刊","2023","9","0","1531","Associations between domestic violence and poor pregnancy outcomes in taiwanese women: a nested case–control study","SCIE","689737","否"
"護理系","第二作者","澄清醫護管理雜誌","專任","112","教育部教學實踐研究計畫EZRPF3H0611","柯惠文","是","中華民國","否","續聘","19","紙本及電子期刊","2023","1","1","1531","教育戲劇融入內外科護理學課程學習成效之成效","其他","689918","否"
"護理系","第二作者","The Journal of Nursing","專任","112","無","洪麗真","是","中華民國","是(跨國合作)","續聘","5","紙本及電子期刊","2023","10","70","1531","門診護理人員溝通行為量表之發展與驗證","TSSCI","689745","否"
"護理系","第四(以上)作者","Collegian","專任","112","BMRPB80","范君瑜","是","荷蘭王國","否","續聘","30","紙本及電子期刊","2023","6","3","1531","Physical Function, Depressive Symptoms, and Quality of Life with Post-Acute Stroke Care","SCI, SSCI","689765","是"
"護理系","第二作者","Nursing Open","專任","112","MOST 104-2511- S- 025 -001 -MY2 & MRPB80","范君瑜","是","英國","否","續聘","10","紙本及電子期刊","2023","3","3","1531","Validation of the psychometric properties of the Self-Directed Learning Readiness Scale","SCI, SSCI","689766","是"
"護理系","第四(以上)作者","Clinical Nursing Research","專任","112","無","范君瑜","是","美國","否","續聘","32","紙本及電子期刊","2023","1","1","1531","Efficacy of a Decision Support Intervention on Decisional Conflict Related to Hepatocellular Cancer Treatment: A Randomized Controlled Trial.","SCI, SSCI","689767","否"
"護理系","第三作者","Biochemical Pharmacology","專任","112","ZRRPF3M0091;CMRPF1H0071; CMRPF1H0072; CMRPF1M0161","孫念康","是","美國","否","續聘","212","紙本及電子期刊","2023","6","0","1531","Curcumin reduces paclitaxel resistance in ovarian carcinoma cells by upregulating SNIP1 and inhibiting NFκB activity","SCIE","689778","是"
"護理系","第二作者","BMC Women's Health","專任","112","無","孫瑞瓊","是","英國","否","續聘","23","電子期刊","2023","9","1","1531","Associations between domestic violence and poor pregnancy outcomes in taiwanese women: a nested case–control study","SCIE","689813","否"
"護理系","第三作者","Nursing 0Pen","專任","112","無","孫瑞瓊","是","英國","否","續聘","10","電子期刊","2023","3","3","1531","Self-management experience of first-time diagnosed gestational diabetes mellitus: A focus group interview","SCI, SSCI, SCIE","689814","是"
"護理系","第四(以上)作者","Pathology & Oncology Research","兼任","112","無","徐于喬","是","瑞士","否","新任","29","紙本及電子期刊","2023","6","0","1531","CVM-1118 (Foslinanib), A 2-Phenyl-4-Quinolone Derivative, Promotes Apoptosis and Inhibits Vasculogenic Mimicry via Targeting TRAP1.","SCIE","689932","否"
"護理系","第四(以上)作者","Prostate","專任","112","無","徐瑞苓","是","美國","否","新任","83","紙本及電子期刊","2023","12","16","1531","Mechanistic study of dual-function inhibitors targeting topoisomerase II and Rad51-mediated DNA repair pathway against castration-resistant prostate cancer","SCIE","689972","否"
"護理系","第一作者","精神衛生護理雜誌","專任","112","無","徐瑩媺","是","中華民國","否","續聘","18","紙本及電子期刊","2023","12","2","1531","精神科護理課程融入混成問題導向學習於臨床推理能力之成效","其他","689822","是"
"護理系","第四(以上)作者","護理雜誌","專任","112","無","徐瑩媺","是","中華民國","否","續聘","70","紙本及電子期刊","2023","8","4","1531","未知的旅程—先天性心臟病嬰兒接受開心手術前 母親之不確定感經驗","其他","689823","否"
"護理系","第一作者","精神衛生護理雜誌","專任","112","109教育部教學實踐研究計畫","徐瑩媺","是","中華民國","否","續聘","18","紙本及電子期刊","2023","8","1","1531","運用臨床推理模式促進護理系大學生批判思考意向 以精神科護理學課程為例","其他","689824","是"
"護理系","第一作者","Healthcare","專任","112","CMRPF3E0111","張文","是","瑞士","否","續聘","11","電子期刊","2023","8","2310","1531","The Effectiveness of Home-Based Inspiratory Muscle Training on Small Airway Function and Disease-Associated Symptoms in Patients with Chronic Obstructive Pulmonary Disease","SCI, SSCI","689770","否"
"護理系","第一作者","Nurse Education Today","專任","112","MOST 110-2511-H-255-007 -","張怡雅","是","英國","是(跨國合作)","續聘","132","紙本及電子期刊","2023","10","106002","1531","Impact of an immersive virtual reality simulator education program on nursing students’ intravenous injection administration: A mixed methods study","SSCI, SCIE","689803","是"
"護理系","第一作者","Biomaterials Advances (Mater Sci Eng C Mater Biol Appl)","專任","112","無","張美姬","是","荷蘭王國","是(跨國合作)","續聘","145","紙本及電子期刊","2023","2","0","1531","Inducing cathepsin L expression/production, lysosomal activation, and autophagy of human dental pulp cells by dentin bonding agents, camphorquinone and BisGMA and the related mechanisms.","SCIE","689773","否"
